"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"VAL"
"Число зарегистрированных браков(Человек)"	"2006 год"	"200612"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 876"
"Число зарегистрированных браков(Человек)"	"2004 год"	"200412"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 181"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 605"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 986"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"4 047"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"4 544"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"4 075"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"4 554"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 878"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 755"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 765"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 213"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 421"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"КОСТАНАЙСКАЯ ОБЛАСТЬ"	"0"	"городская местность"	"0"	"3 415"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 235"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 369"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 235"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 987"
"Число зарегистрированных браков(Человек)"	"2000 год"	"200012"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 821"
"Число зарегистрированных браков(Человек)"	"2005 год"	"200512"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 854"
"Число зарегистрированных браков(Человек)"	"2002 год"	"200212"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 948"
"Число зарегистрированных браков(Человек)"	"2001 год"	"200112"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 749"
"Число зарегистрированных браков(Человек)"	"2007 год"	"200712"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"7 112"
"Число зарегистрированных браков(Человек)"	"2003 год"	"200312"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 313"
"Число зарегистрированных браков(Человек)"	"2008 год"	"200812"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 992"
"Число зарегистрированных браков(Человек)"	"2006 год"	"200612"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 483"
"Число зарегистрированных браков(Человек)"	"2004 год"	"200412"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 310"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 173"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 484"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 125"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 896"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"6 508"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"7 018"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 646"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 703"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"5 197"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 870"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 435"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ПАВЛОДАРСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 524"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"9 290"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"9 421"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"11 776"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"12 730"
"Число зарегистрированных браков(Человек)"	"2000 год"	"200012"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"8 764"
"Число зарегистрированных браков(Человек)"	"2005 год"	"200512"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"11 028"
"Число зарегистрированных браков(Человек)"	"2002 год"	"200212"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"9 571"
"Число зарегистрированных браков(Человек)"	"2001 год"	"200112"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"8 825"
"Число зарегистрированных браков(Человек)"	"2007 год"	"200712"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"12 814"
"Число зарегистрированных браков(Человек)"	"2003 год"	"200312"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"9 982"
"Число зарегистрированных браков(Человек)"	"2008 год"	"200812"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"11 234"
"Число зарегистрированных браков(Человек)"	"2006 год"	"200612"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"12 055"
"Число зарегистрированных браков(Человек)"	"2004 год"	"200412"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"10 323"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"10 241"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"11 469"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"11 167"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"13 107"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"12 269"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"12 988"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"10 121"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 632"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"9 262"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"8 570"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 571"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"ВОСТОЧНО-КАЗАХСТАНСКАЯ ОБЛАСТЬ"	"0"	"Всего"	"0"	"4 724"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"1 673"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"1 598"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 519"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 661"
"Число зарегистрированных браков(Человек)"	"2000 год"	"200012"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 534"
"Число зарегистрированных браков(Человек)"	"2005 год"	"200512"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 609"
"Число зарегистрированных браков(Человек)"	"2002 год"	"200212"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 449"
"Число зарегистрированных браков(Человек)"	"2001 год"	"200112"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 201"
"Число зарегистрированных браков(Человек)"	"2007 год"	"200712"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 994"
"Число зарегистрированных браков(Человек)"	"2003 год"	"200312"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 749"
"Число зарегистрированных браков(Человек)"	"2008 год"	"200812"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 779"
"Число зарегистрированных браков(Человек)"	"2006 год"	"200612"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 721"
"Число зарегистрированных браков(Человек)"	"2004 год"	"200412"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 627"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"1 753"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 645"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АКМОЛИНСКАЯ ОБЛАСТЬ"	"0"	"сельская местность"	"0"	"2 059"
